ID_0,continent,country,stressor,prop
174,Americas,Panama,ocean_broiler_ghg,0.039735782438112724
175,Oceania,Papua New Guinea,ocean_broiler_ghg,8.250874194927064e-4
178,Americas,Peru,ocean_broiler_ghg,0.03212267577006671
179,Asia,Philippines,ocean_broiler_ghg,0.05273828934225834
180,Oceania,Pitcairn,ocean_broiler_ghg,5.556912815685406e-11
181,Europe,Poland,ocean_broiler_ghg,0.4419398340742264
182,Europe,Portugal,ocean_broiler_ghg,0.015067452905882987
184,Asia,Qatar,ocean_broiler_ghg,0.09364717142890036
185,Africa,Congo,ocean_broiler_ghg,0.010717671664220987
186,Africa,Réunion,ocean_broiler_ghg,8.255902999469207e-11
187,Europe,Romania,ocean_broiler_ghg,0.4857647876506062
188,Europe,Russian Federation,ocean_broiler_ghg,0.02425042317766625
191,Americas,Saint Martin (French Part),ocean_broiler_ghg,7.50693234118237e-9
192,Africa,Saint Helena,ocean_broiler_ghg,1.2020435671005503e-10
193,Americas,Saint Kitts and Nevis,ocean_broiler_ghg,0.00787402723123031
194,Americas,Saint Lucia,ocean_broiler_ghg,0.021530555647840195
195,Americas,Saint Pierre and Miquelon,ocean_broiler_ghg,1.277092119862451e-7
196,Americas,Saint Vincent and the Grenadines,ocean_broiler_ghg,0.0050281907022467626
197,Oceania,Samoa,ocean_broiler_ghg,8.873189263163789e-10
199,Africa,Sao Tome and Principe,ocean_broiler_ghg,9.95781237986116e-4
200,Asia,Saudi Arabia,ocean_broiler_ghg,0.07037487621601125
201,Africa,Senegal,ocean_broiler_ghg,0.009151429402140318
203,Africa,Seychelles,ocean_broiler_ghg,1.5961647438279257e-10
204,Africa,Sierra Leone,ocean_broiler_ghg,0.013698207608282673
205,Asia,Singapore,ocean_broiler_ghg,0.3125033467398879
206,Americas,Sint Maarten (Dutch part),ocean_broiler_ghg,0
208,Europe,Slovenia,ocean_broiler_ghg,0.20900668719112148
209,Oceania,Solomon Islands,ocean_broiler_ghg,6.208772397346434e-5
210,Africa,Somalia,ocean_broiler_ghg,0.0033903806286303705
211,Africa,South Africa,ocean_broiler_ghg,0.04721936666416965
213,Asia,Republic of Korea,ocean_broiler_ghg,0.19102383090318015
215,Europe,Spain,ocean_broiler_ghg,0.09124714447897354
217,Asia,Sri Lanka,ocean_broiler_ghg,0.037652264275830634
218,Africa,Sudan,ocean_broiler_ghg,0.007420486181700581
219,Americas,Suriname,ocean_broiler_ghg,0.01833067206844477
222,Europe,Sweden,ocean_broiler_ghg,0.011695111333007274
224,Asia,Syrian Arab Republic,ocean_broiler_ghg,0.13045246462920845
225,Asia,Taiwan,ocean_broiler_ghg,6.196717975122393e-7
227,Africa,United Republic of Tanzania,ocean_broiler_ghg,0.006087024580161208
228,Asia,Thailand,ocean_broiler_ghg,0.2961354324546516
229,Asia,Timor-Leste,ocean_broiler_ghg,0.0031474636919010565
230,Africa,Togo,ocean_broiler_ghg,0.16716410177317942
231,Oceania,Tokelau,ocean_broiler_ghg,1.0396367083195546e-11
232,Oceania,Tonga,ocean_broiler_ghg,6.468491165664e-11
233,Americas,Trinidad and Tobago,ocean_broiler_ghg,0.061379158376050603
234,Africa,Tunisia,ocean_broiler_ghg,0.26710098806237126
235,Asia,Turkey,ocean_broiler_ghg,0.17877468630367357
237,Americas,Turks and Caicos Islands,ocean_broiler_ghg,9.454223712916696e-11
238,Oceania,Tuvalu,ocean_broiler_ghg,2.653053720939086e-11
240,Europe,Ukraine,ocean_broiler_ghg,0.3346887331758605
241,Asia,United Arab Emirates,ocean_broiler_ghg,0.2954564671003011
242,Europe,United Kingdom of Great Britain and Northern Ireland,ocean_broiler_ghg,0.12328863151524601
243,Americas,United States of America,ocean_broiler_ghg,0.028244054239157015
245,Americas,Uruguay,ocean_broiler_ghg,0.018444907414266503
247,Oceania,Vanuatu,ocean_broiler_ghg,0.0012284561560349952
249,Americas,Venezuela (Bolivarian Republic of),ocean_broiler_ghg,0.03195565907777199
250,Asia,Viet Nam,ocean_broiler_ghg,2.0539746300754437e-4
252,Oceania,Wallis and Futuna Islands,ocean_broiler_ghg,1.1012784633268743e-12
253,Africa,Western Sahara,ocean_broiler_ghg,8.722718341149223e-7
254,Asia,Yemen,ocean_broiler_ghg,1.0521181806771847e-4
300,Africa,Madeira Island,ocean_broiler_ghg,9.036454552161576e-8
301,Africa,Democratic Republic of the Congo,ocean_broiler_ghg,0.0012618484807601388
4,Europe,Albania,ocean_salmon_ghg,7.977418707989883e-7
5,Africa,Algeria,ocean_salmon_ghg,2.6388057553904105e-7
6,Oceania,American Samoa,ocean_salmon_ghg,4.343035394083665e-9
8,Africa,Angola,ocean_salmon_ghg,4.105533811943795e-7
9,Americas,Anguilla,ocean_salmon_ghg,1.293258525821312e-9
11,Americas,Antigua and Barbuda,ocean_salmon_ghg,1.0382939321135854e-8
12,Americas,Argentina,ocean_salmon_ghg,3.4096800010979486e-7
14,Americas,Aruba,ocean_salmon_ghg,6.670394815310213e-7
15,Oceania,Australia,ocean_salmon_ghg,1.941808361880549e-6
18,Americas,Bahamas,ocean_salmon_ghg,7.807211785397947e-9
19,Asia,Bahrain,ocean_salmon_ghg,1.1228184675758789e-5
20,Asia,Bangladesh,ocean_salmon_ghg,1.6699146308564758e-5
21,Americas,Barbados,ocean_salmon_ghg,8.851855355359781e-9
23,Europe,Belgium,ocean_salmon_ghg,2.217064598584885e-6
24,Americas,Belize,ocean_salmon_ghg,0
25,Africa,Benin,ocean_salmon_ghg,1.931030087396347e-7
26,Americas,Bermuda,ocean_salmon_ghg,2.132680397095599e-9
29,Americas,Bonaire/ Sint Eustatius and Saba,ocean_salmon_ghg,1.9320661629641963e-7
30,Europe,Bosnia and Herzegovina,ocean_salmon_ghg,1.1159282534872897e-6
33,Americas,Brazil,ocean_salmon_ghg,1.4373127608121492e-7
34,Africa,British Indian Ocean Territory,ocean_salmon_ghg,4.37324341950857e-10
35,Americas,British Virgin Islands,ocean_salmon_ghg,2.7755641654497593e-9
36,Asia,Brunei Darussalam,ocean_salmon_ghg,3.2424938873505143e-6
37,Europe,Bulgaria,ocean_salmon_ghg,2.0715406062719477e-6
40,Asia,Cambodia,ocean_salmon_ghg,2.4840449468693856e-7
41,Africa,Cameroon,ocean_salmon_ghg,1.9505982970098328e-7
42,Americas,Canada,ocean_salmon_ghg,1.0794647334374192e-7
43,Africa,Cabo Verde,ocean_salmon_ghg,2.775901372423537e-10
45,Americas,Cayman Islands,ocean_salmon_ghg,2.2056431375123767e-10
48,Americas,Chile,ocean_salmon_ghg,7.052477437113314e-6
49,Asia,China,ocean_salmon_ghg,2.428118635482882e-6
50,Oceania,Christmas Island,ocean_salmon_ghg,2.5854056421652676e-8
52,Oceania,Cocos (Keeling) Islands,ocean_salmon_ghg,1.0504643026392522e-8
53,Americas,Colombia,ocean_salmon_ghg,1.7558289397439655e-8
54,Africa,Comoros,ocean_salmon_ghg,5.647742134325865e-8
55,Oceania,Cook Islands,ocean_salmon_ghg,1.6966281643370672e-11
56,Americas,Costa Rica,ocean_salmon_ghg,9.673122476922674e-9
57,Africa,Côte d’Ivoire,ocean_salmon_ghg,4.461209044717566e-7
58,Europe,Croatia,ocean_salmon_ghg,5.122038837242983e-6
59,Americas,Cuba,ocean_salmon_ghg,1.183812459566707e-7
60,Americas,Curaçao,ocean_salmon_ghg,4.5420710682041105e-7
61,Asia,Cyprus,ocean_salmon_ghg,9.547388093693934e-8
64,Europe,Denmark,ocean_salmon_ghg,1.1617059090855992e-5
65,Africa,Djibouti,ocean_salmon_ghg,2.92315679815195e-7
66,Americas,Dominica,ocean_salmon_ghg,5.911729147410507e-8
67,Americas,Dominican Republic,ocean_salmon_ghg,2.676469535830014e-10
68,Americas,Ecuador,ocean_salmon_ghg,1.9132551829916107e-6
69,Africa,Egypt,ocean_salmon_ghg,7.94976309450922e-7
70,Americas,El Salvador,ocean_salmon_ghg,4.670672725092637e-8
71,Africa,Equatorial Guinea,ocean_salmon_ghg,2.3223718545989379e-7
72,Africa,Eritrea,ocean_salmon_ghg,4.289535606269111e-7
73,Europe,Estonia,ocean_salmon_ghg,6.273388680887285e-6
75,Americas,Falkland Islands (Malvinas),ocean_salmon_ghg,1.0719508683446264e-7
76,Europe,Faroe Islands,ocean_salmon_ghg,5.198443067153245e-6
77,Oceania,Fiji,ocean_salmon_ghg,7.71417508562623e-9
78,Europe,Finland,ocean_salmon_ghg,1.7892451218828369e-6
79,Europe,France,ocean_salmon_ghg,5.534417000018986e-6
80,Americas,French Guiana,ocean_salmon_ghg,1.3865161815270905e-8
81,Oceania,French Polynesia,ocean_salmon_ghg,1.366571632652412e-10
83,Africa,Gabon,ocean_salmon_ghg,8.905030848895771e-7
84,Africa,Gambia,ocean_salmon_ghg,1.2461672793556164e-5
85,Asia,Georgia,ocean_salmon_ghg,6.722112888995011e-7
86,Europe,Germany,ocean_salmon_ghg,2.8749376826813244e-6
87,Africa,Ghana,ocean_salmon_ghg,2.0288931019274765e-6
88,Europe,Gibraltar,ocean_salmon_ghg,3.4724404637624198e-6
89,Europe,Greece,ocean_salmon_ghg,8.292761871760254e-7
90,Americas,Greenland,ocean_salmon_ghg,6.476520265923857e-8
91,Americas,Grenada,ocean_salmon_ghg,7.915003434300107e-7
94,Americas,Guatemala,ocean_salmon_ghg,1.5322820983760658e-8
95,Europe,Guernsey,ocean_salmon_ghg,2.6532499334514855e-6
96,Africa,Guinea,ocean_salmon_ghg,7.877708934717898e-7
97,Africa,Guinea-Bissau,ocean_salmon_ghg,2.454323930120847e-6
98,Americas,Guyana,ocean_salmon_ghg,7.476039900198449e-8
99,Americas,Haiti,ocean_salmon_ghg,4.6029848565672637e-10
101,Americas,Honduras,ocean_salmon_ghg,1.3436970829674917e-9
104,Europe,Iceland,ocean_salmon_ghg,3.2445736512470313e-6
105,Asia,India,ocean_salmon_ghg,1.941874384083448e-6
106,Asia,Indonesia,ocean_salmon_ghg,1.3500754103156804e-6
107,Asia,Iran (Islamic Republic of),ocean_salmon_ghg,1.7596381989858327e-7
108,Asia,Iraq,ocean_salmon_ghg,7.959195363378426e-9
109,Europe,Ireland,ocean_salmon_ghg,2.83433839650012e-6
111,Asia,Israel,ocean_salmon_ghg,2.750249722002132e-7
112,Europe,Italy,ocean_salmon_ghg,1.0071282036712378e-6
113,Americas,Jamaica,ocean_salmon_ghg,5.568250803476317e-10
114,Asia,Japan,ocean_salmon_ghg,1.5627967109291035e-6
115,Europe,Jersey,ocean_salmon_ghg,2.520959776169158e-6
116,Asia,Jordan,ocean_salmon_ghg,5.612111358375176e-8
118,Africa,Kenya,ocean_salmon_ghg,1.0756906717390738e-8
119,Oceania,Kiribati,ocean_salmon_ghg,2.334504671227399e-9
121,Asia,Kuwait,ocean_salmon_ghg,2.6405812742963885e-6
124,Europe,Latvia,ocean_salmon_ghg,4.974085560115982e-6
125,Asia,Lebanon,ocean_salmon_ghg,4.03888577664758e-7
127,Africa,Liberia,ocean_salmon_ghg,3.295129762264795e-7
128,Africa,Libya,ocean_salmon_ghg,5.8881364488650826e-8
130,Europe,Lithuania,ocean_salmon_ghg,1.3354642739609706e-6
134,Africa,Madagascar,ocean_salmon_ghg,6.146618186504513e-10
136,Asia,Malaysia,ocean_salmon_ghg,6.601870058402963e-6
137,Asia,Maldives,ocean_salmon_ghg,3.197501548295143e-10
139,Europe,Malta,ocean_salmon_ghg,1.0549208936521662e-6
140,Oceania,Marshall Islands,ocean_salmon_ghg,1.5046269861986367e-10
142,Africa,Mauritania,ocean_salmon_ghg,2.4291558200053683e-6
143,Africa,Mauritius,ocean_salmon_ghg,7.562245069271265e-9
144,Africa,Mayotte,ocean_salmon_ghg,1.847316196386746e-8
145,Americas,Mexico,ocean_salmon_ghg,2.168953955597701e-7
146,Oceania,Micronesia (Federated States of),ocean_salmon_ghg,3.7006769768224446e-10
148,Europe,Monaco,ocean_salmon_ghg,1.6481900956932805e-6
150,Europe,Montenegro,ocean_salmon_ghg,1.8187693785571742e-6
151,Americas,Montserrat,ocean_salmon_ghg,1.8904227363909056e-8
152,Africa,Morocco,ocean_salmon_ghg,1.4018100153371069e-5
153,Africa,Mozambique,ocean_salmon_ghg,2.2966246067594115e-9
154,Asia,Myanmar,ocean_salmon_ghg,9.372152256978619e-7
155,Africa,Namibia,ocean_salmon_ghg,2.3919344702102183e-8
156,Oceania,Nauru,ocean_salmon_ghg,3.268848114298085e-10
158,Europe,Netherlands,ocean_salmon_ghg,1.0157072586968938e-5
159,Oceania,New Caledonia,ocean_salmon_ghg,4.5723171440203905e-11
160,Oceania,New Zealand,ocean_salmon_ghg,2.030701272599011e-7
161,Americas,Nicaragua,ocean_salmon_ghg,1.2298315095396822e-8
163,Africa,Nigeria,ocean_salmon_ghg,1.0246128555848382e-6
164,Oceania,Niue,ocean_salmon_ghg,7.476758246394248e-12
165,Oceania,Norfolk Island,ocean_salmon_ghg,1.9973528116472254e-8
166,Asia,Democratic People's Republic of Korea,ocean_salmon_ghg,9.87591605075301e-7
169,Europe,Norway,ocean_salmon_ghg,4.020285107465913e-6
170,Asia,Oman,ocean_salmon_ghg,1.400992278130116e-6
171,Asia,Pakistan,ocean_salmon_ghg,7.893130780506876e-7
172,Oceania,Palau,ocean_salmon_ghg,8.238914321451187e-11
174,Americas,Panama,ocean_salmon_ghg,7.328876705658154e-10
175,Oceania,Papua New Guinea,ocean_salmon_ghg,4.075313015540004e-9
178,Americas,Peru,ocean_salmon_ghg,2.3803446938694955e-5
179,Asia,Philippines,ocean_salmon_ghg,5.04774383630642e-6
180,Oceania,Pitcairn,ocean_salmon_ghg,2.333913204874613e-10
181,Europe,Poland,ocean_salmon_ghg,2.508828401328414e-6
182,Europe,Portugal,ocean_salmon_ghg,5.240668657675814e-7
184,Asia,Qatar,ocean_salmon_ghg,2.343751650492453e-6
185,Africa,Congo,ocean_salmon_ghg,5.998144888559574e-7
186,Africa,Réunion,ocean_salmon_ghg,3.467493795808821e-10
187,Europe,Romania,ocean_salmon_ghg,2.144086119747317e-7
188,Europe,Russian Federation,ocean_salmon_ghg,3.097419549736676e-7
191,Americas,Saint Martin (French Part),ocean_salmon_ghg,3.1529248541801055e-8
192,Africa,Saint Helena,ocean_salmon_ghg,5.048604164458623e-10
193,Americas,Saint Kitts and Nevis,ocean_salmon_ghg,4.845242896664328e-8
194,Americas,Saint Lucia,ocean_salmon_ghg,1.7046587721395673e-7
195,Americas,Saint Pierre and Miquelon,ocean_salmon_ghg,5.363809403628837e-7
196,Americas,Saint Vincent and the Grenadines,ocean_salmon_ghg,3.6320509855121547e-8
197,Oceania,Samoa,ocean_salmon_ghg,3.726755148801631e-9
199,Africa,Sao Tome and Principe,ocean_salmon_ghg,3.8704488330629535e-7
200,Asia,Saudi Arabia,ocean_salmon_ghg,1.0871871339327637e-6
201,Africa,Senegal,ocean_salmon_ghg,5.30203212851733e-6
203,Africa,Seychelles,ocean_salmon_ghg,6.703920074721929e-10
204,Africa,Sierra Leone,ocean_salmon_ghg,8.273186991872617e-6
205,Asia,Singapore,ocean_salmon_ghg,1.5608369103858877e-5
206,Americas,Sint Maarten (Dutch part),ocean_salmon_ghg,0
208,Europe,Slovenia,ocean_salmon_ghg,2.3320759930735113e-7
209,Oceania,Solomon Islands,ocean_salmon_ghg,4.2259802846198233e-10
210,Africa,Somalia,ocean_salmon_ghg,1.1348772153303846e-8
211,Africa,South Africa,ocean_salmon_ghg,5.904982345920118e-7
213,Asia,Republic of Korea,ocean_salmon_ghg,3.1294337524432135e-6
215,Europe,Spain,ocean_salmon_ghg,4.881337804000939e-6
217,Asia,Sri Lanka,ocean_salmon_ghg,7.149612485358843e-7
218,Africa,Sudan,ocean_salmon_ghg,2.794313550178534e-7
219,Americas,Suriname,ocean_salmon_ghg,4.564141905729265e-10
222,Europe,Sweden,ocean_salmon_ghg,3.2591059652115806e-6
224,Asia,Syrian Arab Republic,ocean_salmon_ghg,5.186791444824387e-8
225,Asia,Taiwan,ocean_salmon_ghg,2.6026324858590763e-6
227,Africa,United Republic of Tanzania,ocean_salmon_ghg,2.068619979068238e-7
228,Asia,Thailand,ocean_salmon_ghg,1.5364766455138664e-6
229,Asia,Timor-Leste,ocean_salmon_ghg,5.837442038030321e-7
230,Africa,Togo,ocean_salmon_ghg,2.084912422459537e-6
231,Oceania,Tokelau,ocean_salmon_ghg,4.3664925190422206e-11
232,Oceania,Tonga,ocean_salmon_ghg,2.7167777137122286e-10
233,Americas,Trinidad and Tobago,ocean_salmon_ghg,4.287991713407406e-7
234,Africa,Tunisia,ocean_salmon_ghg,1.3637328732559715e-6
235,Asia,Turkey,ocean_salmon_ghg,3.4680419923017122e-6
237,Americas,Turks and Caicos Islands,ocean_salmon_ghg,3.970790661367535e-10
238,Oceania,Tuvalu,ocean_salmon_ghg,1.114287232911341e-10
240,Europe,Ukraine,ocean_salmon_ghg,3.1945788419430754e-7
241,Asia,United Arab Emirates,ocean_salmon_ghg,1.5579224713316717e-6
242,Europe,United Kingdom of Great Britain and Northern Ireland,ocean_salmon_ghg,8.589413384426852e-6
243,Americas,United States of America,ocean_salmon_ghg,1.0028214617357866e-6
245,Americas,Uruguay,ocean_salmon_ghg,4.7497769181867436e-7
247,Oceania,Vanuatu,ocean_salmon_ghg,1.7155979567930674e-10
249,Americas,Venezuela (Bolivarian Republic of),ocean_salmon_ghg,7.33770478143994e-7
250,Asia,Viet Nam,ocean_salmon_ghg,4.0861121930056787e-7
252,Oceania,Wallis and Futuna Islands,ocean_salmon_ghg,4.625389031447677e-12
253,Africa,Western Sahara,ocean_salmon_ghg,3.3431827460865544e-6
254,Asia,Yemen,ocean_salmon_ghg,8.170508052254479e-7
300,Africa,Madeira Island,ocean_salmon_ghg,3.795326890908197e-7
301,Africa,Democratic Republic of the Congo,ocean_salmon_ghg,1.7101970133988833e-8
4,Europe,Albania,ocean_broiler_water,0.023644278744643258
5,Africa,Algeria,ocean_broiler_water,0.0012909376197652075
6,Oceania,American Samoa,ocean_broiler_water,0
8,Africa,Angola,ocean_broiler_water,0.030868449840997247
9,Americas,Anguilla,ocean_broiler_water,0
11,Americas,Antigua and Barbuda,ocean_broiler_water,1.1684297678175936e-4
12,Americas,Argentina,ocean_broiler_water,0.14318007126193458
14,Americas,Aruba,ocean_broiler_water,0
15,Oceania,Australia,ocean_broiler_water,0.03298632094766003
18,Americas,Bahamas,ocean_broiler_water,2.140849607950584e-4
19,Asia,Bahrain,ocean_broiler_water,3.4758231437234124e-4
20,Asia,Bangladesh,ocean_broiler_water,0.06483488356176817
21,Americas,Barbados,ocean_broiler_water,1.7175693710689768e-4
23,Europe,Belgium,ocean_broiler_water,0.3577012633449892
24,Americas,Belize,ocean_broiler_water,0.0413197710438404
25,Africa,Benin,ocean_broiler_water,0.08754481130380089
26,Americas,Bermuda,ocean_broiler_water,0
29,Americas,Bonaire/ Sint Eustatius and Saba,ocean_broiler_water,0
30,Europe,Bosnia and Herzegovina,ocean_broiler_water,0.12658721799880232
33,Americas,Brazil,ocean_broiler_water,0.1374554124107147
34,Africa,British Indian Ocean Territory,ocean_broiler_water,0
35,Americas,British Virgin Islands,ocean_broiler_water,0
36,Asia,Brunei Darussalam,ocean_broiler_water,0.003002841444973277
37,Europe,Bulgaria,ocean_broiler_water,0.27809812152999736
